,count_bindings_in_miRNA,exactMatchRatio,pair_state_No,mFE,head_minus3_TemplateNucleotide_percentage,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,headUnstableLength,pair_state_Yes,tail_plus2_A_percentage,head_minus2_TemplateNucleotide_percentage,binding_count,tail_plus1_A_percentage,armType_loop,tail_plus3_A_percentage,tail_plus5_TemplateNucleotide_percentage,tail_plus1_TemplateNucleotide_percentage,interiorLoopCount,head_minus1_TemplateNucleotide_percentage,index,clusterName,chrom,start,end,miRNA,sample,annotation,ann_start,ann_end
8800,12,0.0235294117647,1,-31.5,0.0,1,22,-2,0.67,1,0,0.0,0.0,22,0.0,0,0.0,0.0,0.790322580645,3,0.0,8800,mapped_nonMirna_SRR1635908:miRCluster_20382_18:chr15:41511838_41511855-,15,41511838,41511855,False,SRR1635908,,41511000,41513000
21099,11,0.0232558139535,1,-21.3,0.461538461538,2,22,-28,0.69,6,0,0.0,0.722222222222,22,0.0,0,0.0,0.769230769231,1.0,4,0.592592592593,21099,mapped_nonMirna_SRR837839:miRCluster_1797_24:chr2:54624834_54624857+,2,54624834,54624857,False,SRR837839,,54624000,54626000
5817,14,1.0,1,-25.9,1.0,2,24,-1,0.78,4,0,0.0,1.0,24,0.0,0,0.0,0.0,1.0,4,1.0,5817,mapped_nonMirna_SRR1291267:miRCluster_854_23:chr2:85577563_85577585+,2,85577563,85577585,False,SRR1291267,,85577000,85578000
7935,13,0.0666666666667,1,-39.4,1.0,2,34,4,0.72,5,0,0.0,1.0,34,1.0,0,0.0,0.0,0.857142857143,5,0.117647058824,7935,mapped_nonMirna_SRR1635903:miRCluster_19254_23:chr7:886611_886633+,7,886611,886633,False,SRR1635903,,886000,887000
13540,11,0.004662004662,1,-30.8,0.0,1,22,7,0.73,2,0,0.0,0.0,22,0.00595238095238,0,0.0,0.0,0.0,5,1.0,13540,mapped_nonMirna_SRR333674:miRCluster_15288_16:chr12:25385918_25385933+,12,25385918,25385933,False,SRR333674,,25385000,25387000
10099,12,1.0,1,-9.2,0.0,1,21,4,0.71,2,0,0.0,1.0,21,0.0,0,0.0,0.0,1.0,4,1.0,10099,mapped_nonMirna_SRR1820680:miRCluster_705_21:chr4:128081689_128081709-,4,128081689,128081709,False,SRR1820680,,128081000,128082000
18276,8,0.823529411765,1,-13.8,0.0,1,15,-8,0.5,1,0,1.0,0.0,15,0.0,1,0.0,0.0,0.0,3,1.0,18276,mapped_nonMirna_SRR553576:miRCluster_17413_17:chr19:2595944_2595960-,19,2595944,2595960,False,SRR553576,,2595000,2597000
4483,12,0.0714285714286,1,-19.7,0.0,2,27,9,0.75,0,0,0.0,0.0,27,0.0,0,0.0,0.0,1.0,3,0.0,4483,mapped_nonMirna_ERR973611:miRCluster_8991_17:chr7:93737197_93737213-,7,93737197,93737213,False,ERR973611,,93736000,93738000
15972,14,0.0416666666667,1,-59.7,0.0,1,35,23,0.88,1,0,0.0,0.0,35,0.0,0,0.0,0.0,1.0,7,0.0,15972,mapped_nonMirna_SRR372650:miRCluster_435_16:chr1:247112432_247112447-,1,247112432,247112447,False,SRR372650,,247112000,247113000
20959,12,0.117647058824,1,-20.0,1.0,1,30,20,0.8,4,0,0.0,1.0,30,0.0,0,0.0,0.0,0.846153846154,6,0.153846153846,20959,mapped_nonMirna_SRR837839:miRCluster_11930_18:chr16:68828275_68828292+,16,68828275,68828292,False,SRR837839,,68828000,68829000
8625,11,1.0,1,-39.8,1.0,2,30,7,0.65,8,0,0.0,1.0,30,0.0,0,0.0,0.0,1.0,5,1.0,8625,mapped_nonMirna_SRR1635908:miRCluster_16578_29:chr11:64878589_64878617-,11,64878589,64878617,False,SRR1635908,,64878000,64879000
20744,8,0.0078125,1,-6.1,1.0,2,12,-4,0.62,4,0,0.0,1.0,12,0.0,0,0.0,0.0,1.0,2,1.0,20744,mapped_nonMirna_SRR837839:miRCluster_8681_16:chr11:3816553_3816568+,11,3816553,3816568,False,SRR837839,,3816000,3817000
7238,12,1.0,1,-9.3,1.0,1,10,-16,0.6,4,0,0.0,1.0,10,0.0,1,0.0,0.0,1.0,2,1.0,7238,mapped_nonMirna_SRR1635903:miRCluster_42989_25:chr17:20784413_20784437+,17,20784413,20784437,False,SRR1635903,,20784000,20785000
8990,9,0.9,1,-32.7,1.0,1,27,21,0.56,7,0,0.0,1.0,27,0.0,0,0.0,0.0,1.0,6,1.0,8990,mapped_nonMirna_SRR1635908:miRCluster_23943_26:chr17:48726943_48726968-,17,48726943,48726968,False,SRR1635908,,48726000,48728000
4126,7,0.111111111111,1,-14.2,0.285714285714,2,15,-21,0.7,3,0,0.0,0.4375,15,0.0,0,0.0,0.153846153846,1.0,4,0.4375,4126,mapped_nonMirna_ERR973611:miRCluster_13301_18:chr12:57755119_57755136+,12,57755119,57755136,False,ERR973611,,57754000,57756000
7616,10,0.538461538462,1,-29.2,1.0,1,25,11,0.77,7,0,0.0,1.0,25,0.0,0,1.0,0.0,0.538461538462,6,0.538461538462,7616,mapped_nonMirna_SRR1635903:miRCluster_53685_22:chr21:43969158_43969179+,21,43969158,43969179,False,SRR1635903,,43968000,43970000
21549,14,0.00163539335514,1,-17.9,0.0,2,29,-30,0.78,1,0,0.0,0.0,29,0.0,0,0.0,0.0,0.993042291951,5,1.0,21549,mapped_nonMirna_SRR837839:miRCluster_7806_19:chr9:103181649_103181667-,9,103181649,103181667,False,SRR837839,,103181000,103182000
11734,6,0.02,1,-6.2,0.0,2,7,-11,0.4,2,0,0.0,0.01,7,0.0,1,0.0,0.0,0.00842696629213,0,1.0,11734,mapped_nonMirna_SRR2174517:miRCluster_10635_17:chr16:21283658_21283674-,16,21283658,21283674,False,SRR2174517,,21283000,21284000
4274,10,0.181818181818,1,-30.5,0.333333333333,1,23,1,0.83,13,0,0.0,1.0,23,0.0,0,0.0,0.0,0.0,5,0.181818181818,4274,mapped_nonMirna_ERR973611:miRCluster_19215_25:chr19:33813218_33813242+,19,33813218,33813242,False,ERR973611,,33813000,33814000
6960,14,0.166666666667,1,-48.0,0.0,1,32,9,0.82,0,0,0.0,0.0,32,0.0,0,0.0,1.0,1.0,7,0.0,6960,mapped_nonMirna_SRR1635903:miRCluster_31339_22:chr11:68121376_68121397-,11,68121376,68121397,False,SRR1635903,,68121000,68122000
18178,0,0.4,0,-8.4,1.0,1,9,-15,0.0,3,1,0.0,1.0,9,0.0,0,0.0,1.0,1.0,1,1.0,18178,mapped_nonMirna_SRR553576:miRCluster_13546_22:chr15:62246254_62246275-,15,62246254,62246275,False,SRR553576,,62246000,62247000
461,9,0.0148148148148,1,-7.3,0.0,1,15,-2,0.64,3,0,0.0,1.0,15,0.125,0,0.0408163265306,0.0,0.586206896552,2,0.021978021978,461,mapped_nonMirna_ERR038413:miRCluster_1255_16:chr17:40293280_40293295+,17,40293280,40293295,False,ERR038413,,40293000,40294000
12076,10,0.11801242236,1,-28.2,0.0,1,21,4,0.77,1,0,0.0,0.0,21,0.772727272727,0,0.0,1.0,0.863354037267,5,0.0,12076,mapped_nonMirna_SRR2174517:miRCluster_13649_19:chrX:331109_331127-,X,331109,331127,False,SRR2174517,,330000,332000
11565,9,0.0454545454545,1,-30.5,0.545454545455,1,22,12,0.69,4,0,0.779069767442,0.239130434783,22,0.0,0,0.0,0.0,0.472440944882,4,0.362831858407,11565,mapped_nonMirna_SRR2174517:miRCluster_258_20:chr1:28236372_28236391+,1,28236372,28236391,False,SRR2174517,,28236000,28237000
16178,11,0.127659574468,1,-16.6,0.0,1,21,12,0.69,0,0,0.0,0.0,21,1.0,0,0.0,0.0,0.0,4,0.0,16178,mapped_nonMirna_SRR372650:miRCluster_1327_16:chr5:97949220_97949235-,5,97949220,97949235,False,SRR372650,,97949000,97950000
12816,11,0.0338983050847,1,-21.3,0.0,1,26,14,0.73,1,0,0.0,0.0,26,0.0,0,0.0,0.0,1.0,6,0.0,12816,mapped_nonMirna_SRR333658:miRCluster_35861_16:chr20:24431538_24431553-,20,24431538,24431553,False,SRR333658,,24431000,24432000
13762,3,0.111111111111,1,-13.2,0.0,1,15,-12,0.2,1,0,0.0,0.0,15,0.0,0,1.0,0.285714285714,1.0,1,0.0,13762,mapped_nonMirna_SRR333674:miRCluster_5077_24:chr3:169993713_169993736+,3,169993713,169993736,False,SRR333674,,169993000,169994000
16094,11,0.25,1,-54.9,0.0,1,33,15,0.92,2,0,0.0,1.0,33,0.0,0,0.0,1.0,1.0,5,0.25,16094,mapped_nonMirna_SRR372650:miRCluster_3924_20:chr19:35249023_35249042+,19,35249023,35249042,False,SRR372650,,35248000,35250000
2033,12,0.166666666667,1,-12.5,0.0,1,16,-1,0.86,3,0,1.0,1.0,16,0.0,0,0.0,0.0,0.0,2,0.222222222222,2033,mapped_nonMirna_ERR409900:miRCluster_38387_16:chr22:25762989_25763004-,22,25762989,25763004,False,ERR409900,,25762000,25764000
21123,13,0.0179211469534,1,-20.9,0.142857142857,1,27,13,0.87,4,0,1.0,0.021897810219,27,0.0,0,0.0,1.0,0.018115942029,5,1.0,21123,mapped_nonMirna_SRR837839:miRCluster_1956_25:chr2:111384142_111384166+,2,111384142,111384166,False,SRR837839,,111383000,111385000
18162,11,0.0869565217391,1,-21.3,0.5,2,27,12,0.55,5,0,0.0,1.0,27,0.0,0,0.0,0.0,0.0,6,0.857142857143,18162,mapped_nonMirna_SRR553576:miRCluster_12660_25:chr15:25079090_25079114+,15,25079090,25079114,False,SRR553576,,25078000,25080000
21519,11,0.00587544065805,1,-20.3,0.0,1,19,4,0.69,0,0,0.0,0.0,19,1.0,0,0.0,0.0,0.00383877159309,5,0.0,21519,mapped_nonMirna_SRR837839:miRCluster_7192_16:chr8:86414917_86414932-,8,86414917,86414932,False,SRR837839,,86414000,86416000
22416,9,0.321428571429,1,-39.1,0.0,2,34,14,0.6,1,0,0.0,0.0,34,0.0,0,0.0,0.0,1.0,4,0.333333333333,22416,mapped_nonMirna_SRR837842:miRCluster_1336_18:chr2:28927983_28928000+,2,28927983,28928000,False,SRR837842,,28927000,28928000
5210,10,0.136363636364,1,-14.8,0.0,2,23,-5,0.62,0,0,0.0,0.0,23,0.0,0,0.0,0.0,0.0,3,0.0,5210,mapped_nonMirna_ERR973613:miRCluster_3065_16:chr2:22603870_22603885-,2,22603870,22603885,False,ERR973613,,22603000,22605000
21452,7,0.0526315789474,1,-28.2,0.0,1,16,-8,0.44,1,0,0.0,0.0,16,0.0,1,0.0,0.0,1.0,4,0.0,21452,mapped_nonMirna_SRR837839:miRCluster_6102_18:chr7:44044709_44044726+,7,44044709,44044726,False,SRR837839,,44044000,44045000
7198,11,1.0,1,-12.0,1.0,1,11,-3,0.61,4,0,0.0,1.0,11,0.0,0,0.0,1.0,1.0,2,1.0,7198,mapped_nonMirna_SRR1635903:miRCluster_40568_28:chr16:56591009_56591036+,16,56591009,56591036,False,SRR1635903,,56590000,56592000
4549,9,0.277777777778,1,-17.5,1.0,1,19,-1,0.75,3,0,0.0,0.625,19,0.0,0,0.0,1.0,1.0,3,0.444444444444,4549,mapped_nonMirna_ERR973611:miRCluster_21988_23:chrX:93673546_93673568-,X,93673546,93673568,False,ERR973611,,93673000,93674000
8852,13,0.647058823529,0,-46.6,1.0,3,30,-8,0.76,6,1,0.0,1.0,30,0.0,0,0.0,0.0,0.0,5,0.6875,8852,mapped_nonMirna_SRR1635908:miRCluster_20933_23:chr16:9091649_9091671+,16,9091649,9091671,False,SRR1635908,,9091000,9092000
6706,16,0.2,1,-33.0,0.0,1,30,7,0.89,0,0,0.0,0.0,30,0.0,0,0.0,0.0,1.0,7,0.0,6706,mapped_nonMirna_SRR1635903:miRCluster_171_18:chr1:2590765_2590782+,1,2590765,2590782,False,SRR1635903,,2590000,2591000
9193,13,0.100798403194,1,-34.4,0.0,3,30,-1,0.76,3,0,0.0,0.989031078611,30,0.0,0,0.0,0.0,0.0,4,1.0,9193,mapped_nonMirna_SRR1635908:miRCluster_3726_19:chr2:96550483_96550501+,2,96550483,96550501,False,SRR1635908,,96550000,96551000
21373,7,0.666666666667,1,-4.1,0.0,1,9,-13,0.5,2,0,0.0,0.666666666667,9,0.0,1,0.0,1.0,1.0,3,1.0,21373,mapped_nonMirna_SRR837839:miRCluster_5041_23:chr5:150412709_150412731-,5,150412709,150412731,False,SRR837839,,150412000,150413000
7061,10,1.0,1,-37.7,1.0,1,32,19,0.71,7,0,0.0,1.0,32,0.0,0,0.0,1.0,1.0,4,1.0,7061,mapped_nonMirna_SRR1635903:miRCluster_35510_26:chr13:41883395_41883420-,13,41883395,41883420,False,SRR1635903,,41883000,41884000
7455,12,0.923076923077,1,-17.0,1.0,2,15,-2,0.63,4,0,0.0,1.0,15,0.0,0,0.0,0.0,1.0,2,0.909090909091,7455,mapped_nonMirna_SRR1635903:miRCluster_51308_25:chr19:45792690_45792714-,19,45792690,45792714,False,SRR1635903,,45792000,45793000
8631,5,0.295238095238,1,-36.1,0.0,2,26,-14,0.29,1,0,1.0,0.0,26,0.0,1,1.0,0.442857142857,1.0,4,0.0,8631,mapped_nonMirna_SRR1635908:miRCluster_15717_24:chr11:65890816_65890839+,11,65890816,65890839,False,SRR1635908,,65890000,65892000
19171,17,1.0,1,-25.6,0.0,1,26,4,0.81,1,0,0.0,0.0,26,0.0,0,0.0,0.0,1.0,4,1.0,19171,mapped_nonMirna_SRR567637:miRCluster_1612_24:chr7:139044135_139044158-,7,139044135,139044158,False,SRR567637,,139043000,139045000
20678,14,1.0,1,-32.4,0.0,2,32,-1,0.78,1,0,0.0,0.0,32,0.0,0,0.0,1.0,1.0,6,1.0,20678,mapped_nonMirna_SRR837839:miRCluster_1529_24:chr1:206932550_206932573-,1,206932550,206932573,False,SRR837839,,206932000,206933000
22353,9,0.137931034483,1,-18.0,1.0,1,20,0,0.64,4,0,0.0,0.92,20,0.0,0,0.0,0.0,1.0,4,1.0,22353,mapped_nonMirna_SRR837842:miRCluster_10773_17:chr18:22251003_22251019+,18,22251003,22251019,False,SRR837842,,22250000,22252000
5365,14,1.0,1,-19.5,1.0,1,20,10,0.78,9,0,0.0,1.0,20,0.0,0,0.0,0.0,1.0,5,1.0,5365,mapped_nonMirna_ERR973613:miRCluster_10405_29:chr9:135883050_135883078-,9,135883050,135883078,False,ERR973613,,135882000,135884000
2639,9,0.00649350649351,1,-42.2,1.0,2,29,9,0.69,4,0,0.0,1.0,29,0.0,0,0.00472813238771,0.0,0.996753246753,5,0.528301886792,2639,mapped_nonMirna_ERR852097:miRCluster_2913_19:chr15:26967869_26967887-,15,26967869,26967887,False,ERR852097,,26967000,26969000
12466,9,0.000941028858218,1,-18.5,0.0,3,24,-30,0.5,1,0,1.0,0.0,24,0.0,0,0.0,0.0,0.00608828006088,1,0.996166746526,12466,mapped_nonMirna_SRR333658:miRCluster_3690_18:chr1:165512155_165512172-,1,165512155,165512172,False,SRR333658,,165511000,165513000
8975,12,0.862068965517,1,-27.5,0.0,1,19,10,0.67,1,0,0.0,0.0,19,0.0,0,0.0,0.0,0.84,4,1.0,8975,mapped_nonMirna_SRR1635908:miRCluster_23794_21:chr17:40100550_40100570-,17,40100550,40100570,False,SRR1635908,,40100000,40101000
7439,11,0.0520833333333,1,-20.3,0.0,2,15,-1,0.69,1,0,0.0,0.0,15,0.0,0,0.0,0.777777777778,0.09375,2,1.0,7439,mapped_nonMirna_SRR1635903:miRCluster_51114_24:chr19:40284870_40284893-,19,40284870,40284893,False,SRR1635903,,40284000,40286000
2656,0,0.00289855072464,0,-11.4,0.0,1,16,-34,0.0,2,1,0.0,0.968503937008,16,0.0,0,0.0,0.0,1.0,3,1.0,2656,mapped_nonMirna_ERR852097:miRCluster_3017_18:chr16:34162965_34162982+,16,34162965,34162982,False,ERR852097,,34162000,34164000
18158,13,0.307692307692,1,-17.9,0.0,1,23,10,0.87,1,0,0.0,0.0,23,0.0,0,0.0,1.0,1.0,6,1.0,18158,mapped_nonMirna_SRR553576:miRCluster_12299_25:chr14:104992976_104993000+,14,104992976,104993000,False,SRR553576,,104992000,104993000
9015,12,0.0943396226415,1,-25.4,0.0,2,17,-3,0.71,0,0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,2,0.0,9015,mapped_nonMirna_SRR1635908:miRCluster_24220_17:chr17:81458527_81458543-,17,81458527,81458543,False,SRR1635908,,81458000,81459000
5794,11,0.222222222222,1,-48.9,1.0,2,35,-28,0.69,7,0,0.0,1.0,35,0.0,0,0.0,0.0,0.0,7,1.0,5794,mapped_nonMirna_SRR1291267:miRCluster_5703_23:chr17:42554864_42554886+,17,42554864,42554886,False,SRR1291267,,42554000,42556000
7534,1,0.214285714286,1,-8.1,1.0,1,8,-8,0.11,5,0,0.0,1.0,8,0.0,0,0.0,0.625,1.0,1,0.214285714286,7534,mapped_nonMirna_SRR1635903:miRCluster_7128_24:chr2:149000758_149000781+,2,149000758,149000781,False,SRR1635903,,149000000,149001000
7840,9,0.0322580645161,1,-14.1,1.0,2,14,-7,0.6,7,0,0.0,0.5,14,0.0,1,0.0,0.0,0.0,2,1.0,7840,mapped_nonMirna_SRR1635903:miRCluster_14955_22:chr5:141214192_141214213+,5,141214192,141214213,False,SRR1635903,,141213000,141215000
5177,13,0.0740740740741,1,-31.6,0.0,3,21,-2,0.87,1,0,0.0,0.0,21,0.0,0,0.0,0.4,0.185185185185,1,0.5,5177,mapped_nonMirna_ERR973613:miRCluster_17038_21:chr17:35795575_35795595-,17,35795575,35795595,False,ERR973613,,35795000,35796000
22326,5,0.15625,1,-21.1,0.0,1,13,-6,0.42,3,0,0.0,1.0,13,0.0,0,1.0,1.0,0.875,3,0.3,22326,mapped_nonMirna_SRR837842:miRCluster_10184_19:chr17:40140544_40140562+,17,40140544,40140562,False,SRR837842,,40140000,40141000
9166,9,0.0389937106918,1,-6.9,1.0,1,9,-18,0.47,4,0,0.943319838057,0.0,9,0.0,1,0.0,0.1796875,1.0,2,0.0540983606557,9166,mapped_nonMirna_SRR1635908:miRCluster_3459_30:chr2:28751848_28751877+,2,28751848,28751877,False,SRR1635908,,28751000,28753000
20846,10,0.0102040816327,1,-19.5,0.0,2,13,-1,0.67,2,0,0.0,0.0,13,0.0,0,0.0,0.0,1.0,1,1.0,20846,mapped_nonMirna_SRR837839:miRCluster_9878_16:chr12:121297142_121297157+,12,121297142,121297157,False,SRR837839,,121296000,121298000
2630,15,0.2,1,-13.5,0.0,2,15,-1,0.88,1,0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,1,0.0,2630,mapped_nonMirna_ERR852097:miRCluster_2790_17:chr14:53328286_53328302-,14,53328286,53328302,False,ERR852097,,53328000,53329000
20914,7,0.00468384074941,1,-14.0,0.0,1,12,-2,0.47,0,0,0.0,0.0,12,0.0,0,0.0212765957447,0.0,1.0,3,0.0,20914,mapped_nonMirna_SRR837839:miRCluster_11356_16:chr15:65388926_65388941+,15,65388926,65388941,False,SRR837839,,65388000,65390000
18031,11,1.0,1,-18.0,0.0,2,16,-10,0.46,1,0,0.0,0.0,16,0.0,0,0.0,0.0,1.0,1,1.0,18031,mapped_nonMirna_SRR553576:miRCluster_260_26:chr1:32197297_32197322+,1,32197297,32197322,False,SRR553576,,32197000,32198000
17528,10,1.0,1,-34.8,0.0,3,27,2,0.62,2,0,0.0,1.0,27,0.0,0,0.0,0.0,1.0,2,1.0,17528,mapped_nonMirna_SRR553575:miRCluster_3011_19:chr15:82809638_82809656+,15,82809638,82809656,False,SRR553575,,82809000,82810000
21167,6,0.761904761905,1,-31.6,0.0,2,29,-26,0.38,1,0,0.0,0.0,29,1.0,0,0.0,0.0,0.866666666667,6,1.0,21167,mapped_nonMirna_SRR837839:miRCluster_14562_19:chr20:22584234_22584252-,20,22584234,22584252,False,SRR837839,,22584000,22585000
7146,13,0.2,1,-35.9,1.0,1,22,1,0.81,3,0,0.0,1.0,22,0.0,0,1.0,0.0,0.25,5,0.666666666667,7146,mapped_nonMirna_SRR1635903:miRCluster_39249_21:chr15:75361104_75361124-,15,75361104,75361124,False,SRR1635903,,75360000,75362000
3315,4,1.0,0,-13.9,0.0,2,21,3,0.24,0,1,0.0,0.0,21,0.0,0,0.0,1.0,1.0,4,0.0,3315,mapped_nonMirna_ERR852099:miRCluster_3306_24:chr14:100968950_100968973+,14,100968950,100968973,False,ERR852099,,100968000,100970000
10040,12,0.946428571429,0,-28.9,0.0,1,27,5,0.67,0,1,0.0,0.0,27,0.0,0,0.0,0.888888888889,1.0,4,0.0,10040,mapped_nonMirna_SRR1820680:miRCluster_1395_25:chr15:24985102_24985126+,15,24985102,24985126,False,SRR1820680,,24984000,24986000
22708,11,0.363636363636,1,-44.7,1.0,2,29,0,0.92,11,0,0.0,1.0,29,1.0,0,0.0,0.0,0.0,4,0.363636363636,22708,mapped_nonMirna_SRR837842:miRCluster_4979_23:chr7:32495513_32495535+,7,32495513,32495535,False,SRR837842,,32495000,32496000
12082,6,0.777777777778,1,-8.1,0.0,1,22,5,0.38,0,0,0.0,0.0,22,0.0,0,0.0,0.0,1.0,4,0.0,12082,mapped_nonMirna_SRR2174517:miRCluster_13596_17:chrX:127392591_127392607+,X,127392591,127392607,False,SRR2174517,,127392000,127393000
9024,7,0.434782608696,1,-24.6,1.0,2,28,3,0.88,9,0,0.0,1.0,28,0.0,0,0.0,0.666666666667,1.0,6,0.782608695652,9024,mapped_nonMirna_SRR1635908:miRCluster_24301_23:chr17:82615573_82615595-,17,82615573,82615595,False,SRR1635908,,82615000,82616000
1726,15,1.0,1,-29.3,1.0,3,28,-20,0.71,3,0,0.0,1.0,28,0.0,1,0.0,0.0,0.0,3,1.0,1726,mapped_nonMirna_ERR409900:miRCluster_3602_24:chr1:155919909_155919932-,1,155919909,155919932,False,ERR409900,,155919000,155921000
11930,13,0.0014360938248,1,-45.4,0.0,1,29,11,0.81,1,0,0.0,0.0,29,0.0,0,0.0,0.0,0.013916500994,6,0.0,11930,mapped_nonMirna_SRR2174517:miRCluster_3701_16:chr4:134201603_134201618-,4,134201603,134201618,False,SRR2174517,,134201000,134202000
8538,7,0.460317460317,1,-34.7,1.0,1,27,21,0.5,9,0,0.0,1.0,27,0.0,0,0.0,0.0,0.37037037037,7,0.460317460317,8538,mapped_nonMirna_SRR1635908:miRCluster_14679_25:chr10:27208385_27208409-,10,27208385,27208409,False,SRR1635908,,27208000,27209000
4284,7,0.00454545454545,1,-15.2,0.0,2,23,-27,0.47,0,0,0.0,0.0,23,0.0,0,0.0,0.0,0.00729927007299,5,0.0,4284,mapped_nonMirna_ERR973611:miRCluster_19458_18:chr19:49882348_49882365+,19,49882348,49882365,False,ERR973611,,49882000,49883000
1972,12,1.0,1,-18.0,0.0,1,25,8,0.6,2,0,0.0,1.0,25,0.0,0,0.0,0.0,1.0,5,1.0,1972,mapped_nonMirna_ERR409900:miRCluster_4591_24:chr2:28928037_28928060+,2,28928037,28928060,False,ERR409900,,28927000,28929000
15266,6,0.036496350365,1,-5.5,0.0,1,9,-17,0.33,1,0,0.0,0.0,9,0.0,1,0.0,0.0,0.0,2,0.0,15266,mapped_nonMirna_SRR372648:miRCluster_64_18:chr1:16283321_16283338+,1,16283321,16283338,False,SRR372648,,16283000,16284000
9217,8,0.52380952381,1,-20.0,0.942857142857,1,14,4,0.67,6,0,0.0,0.777777777778,14,0.0,0,0.0,0.0,0.555555555556,4,0.714285714286,9217,mapped_nonMirna_SRR1635908:miRCluster_3973_22:chr2:174337538_174337559+,2,174337538,174337559,False,SRR1635908,,174337000,174338000
11602,10,0.00311225084509,1,-12.9,0.0040288379983,1,10,-1,0.53,3,0,0.0,0.998280679132,10,0.97423620611,0,0.0,0.0,0.904556730644,2,0.999140661054,11602,mapped_nonMirna_SRR2174517:miRCluster_817_22:chr1:227558352_227558373+,1,227558352,227558373,False,SRR2174517,,227558000,227559000
13604,8,0.00251889168766,1,-19.5,0.0,1,13,-12,0.53,2,0,0.0,0.0,13,0.0,1,0.0,0.0,0.940568475452,2,1.0,13604,mapped_nonMirna_SRR333674:miRCluster_19107_16:chr16:34973894_34973909+,16,34973894,34973909,False,SRR333674,,34973000,34975000
9618,11,0.809523809524,1,-35.1,1.0,2,28,7,0.79,10,0,0.0,1.0,28,0.0,0,0.0,1.0,1.0,3,1.0,9618,mapped_nonMirna_SRR1635908:miRCluster_11239_30:chr7:128854473_128854502+,7,128854473,128854502,False,SRR1635908,,128854000,128855000
6326,4,1.0,1,-6.9,1.0,2,9,-11,0.24,5,0,0.0,1.0,9,0.0,1,0.0,1.0,1.0,1,1.0,6326,mapped_nonMirna_SRR1291269:miRCluster_1648_27:chr4:75724702_75724728+,4,75724702,75724728,False,SRR1291269,,75724000,75725000
18301,9,0.013698630137,1,-19.6,0.0,1,19,-1,0.64,1,0,0.0,0.0,19,0.0,0,0.0,0.0,0.739726027397,3,0.0,18301,mapped_nonMirna_SRR553576:miRCluster_2472_16:chr2:60068810_60068825-,2,60068810,60068825,False,SRR553576,,60068000,60070000
2574,10,0.118055555556,1,-15.6,0.986842105263,1,11,-14,0.56,3,0,0.0,1.0,11,0.0,1,0.0,0.0,0.0,3,1.0,2574,mapped_nonMirna_ERR852097:miRCluster_492_20:chr1:233905017_233905036-,1,233905017,233905036,False,ERR852097,,233904000,233906000
11986,13,0.5,1,-21.3,0.0,2,23,7,0.65,2,0,0.0,0.714285714286,23,0.0,0,0.0,0.0,0.625,3,0.5,11986,mapped_nonMirna_SRR2174517:miRCluster_5470_23:chr7:76066388_76066410+,7,76066388,76066410,False,SRR2174517,,76066000,76067000
18405,3,0.0536585365854,1,-14.1,0.0,1,13,-16,0.14,1,0,0.0,0.0,13,0.0,0,0.0,0.0,1.0,1,1.0,18405,mapped_nonMirna_SRR553576:miRCluster_4564_22:chr5:70489159_70489180+,5,70489159,70489180,False,SRR553576,,70488000,70490000
10962,6,0.153846153846,1,-4.9,0.0,1,10,-11,0.4,0,0,0.0,0.0,10,0.0,1,0.0,0.0,0.153846153846,2,0.0,10962,mapped_nonMirna_SRR2174513:miRCluster_3703_16:chr4:163782350_163782365-,4,163782350,163782365,False,SRR2174513,,163782000,163783000
2183,6,0.615384615385,1,-35.8,0.0,2,31,-6,0.5,2,0,1.0,1.0,31,0.0,1,1.0,1.0,1.0,4,0.545454545455,2183,mapped_nonMirna_ERR409900:miRCluster_19617_22:chr9:34521771_34521792-,9,34521771,34521792,False,ERR409900,,34521000,34522000
8432,15,0.7,1,-32.8,0.0,2,34,0,0.88,1,0,0.0,0.0,34,0.0,0,0.0,0.0,0.729166666667,4,0.729166666667,8432,mapped_nonMirna_SRR1635908:miRCluster_2537_20:chr1:118923492_118923511-,1,118923492,118923511,False,SRR1635908,,118923000,118924000
9238,14,0.958333333333,1,-19.6,0.0,2,17,-28,0.67,2,0,0.0,1.0,17,0.0,0,0.0,0.0,0.932203389831,1,1.0,9238,mapped_nonMirna_SRR1635908:miRCluster_5551_25:chr2:178776646_178776670-,2,178776646,178776670,False,SRR1635908,,178776000,178777000
13056,10,0.120961762525,1,-15.3,0.0,1,27,11,0.56,2,0,0.0,0.00208279093986,27,0.0,0,0.0,0.0,0.00111457868926,5,0.00146412884334,13056,mapped_nonMirna_SRR333658:miRCluster_17268_19:chr8:131022548_131022566+,8,131022548,131022566,False,SRR333658,,131022000,131023000
8895,11,0.576923076923,1,-39.1,0.0,1,26,11,0.79,3,0,1.0,1.0,26,0.0,0,0.0,0.0,0.625,7,0.653846153846,8895,mapped_nonMirna_SRR1635908:miRCluster_21349_20:chr16:67164884_67164903+,16,67164884,67164903,False,SRR1635908,,67164000,67166000
